"","from_skill","to_skill","link_probability","start_skill_relevance","end_skill_relevance","skillType_from","reuseLevel_from","skillType_to","reuseLevel_to"
"8864","personal development","securities",0.93,56,182,"knowledge","cross-sector","knowledge","cross-sector"
"8865","politics","securities",0.98,38,182,"knowledge","cross-sector","knowledge","cross-sector"
"8866","adapt to change","securities",0.92,24,182,"skill/competence","transversal","knowledge","cross-sector"
"8867","logic","securities",1,14,182,"knowledge","cross-sector","knowledge","cross-sector"
"8868","build trust","securities",1,12,182,"skill/competence","cross-sector","knowledge","cross-sector"
"8869","transmission technology","securities",0.94,12,182,"knowledge","cross-sector","knowledge","cross-sector"
"8870","manage resources","securities",0.96,26,182,"skill/competence","cross-sector","knowledge","cross-sector"
"8871","meet commitments","securities",0.93,11,182,"skill/competence","transversal","knowledge","cross-sector"
"8872","control systems","securities",1,12,182,"knowledge","cross-sector","knowledge","cross-sector"
"8873","total quality control","securities",0.86,13,182,"knowledge","sector-specific","knowledge","cross-sector"
"8874","mechanical systems","securities",1,48,182,"knowledge","cross-sector","knowledge","cross-sector"
"8875","design process","securities",0.96,21,182,"skill/competence","cross-sector","knowledge","cross-sector"
"8876","market analysis","securities",0.98,14,182,"knowledge","cross-sector","knowledge","cross-sector"
"8877","project management principles","securities",0.97,18,182,"knowledge","cross-sector","knowledge","cross-sector"
"8878","financial analysis","manage a team",0.9,28,28,"knowledge","cross-sector","skill/competence","cross-sector"
"8879","algorithms","manage a team",0.89,29,28,"knowledge","cross-sector","skill/competence","cross-sector"
"8880","solve problems","manage a team",1,49,28,"skill/competence","transversal","skill/competence","cross-sector"
"8881","conflict management","manage a team",0.91,33,28,"knowledge","cross-sector","skill/competence","cross-sector"
"8882","product comprehension","manage a team",1,12,28,"knowledge","sector-specific","skill/competence","cross-sector"
"8883","joint ventures","manage a team",1,19,28,"knowledge","cross-sector","skill/competence","cross-sector"
"8884","personal development","manage a team",0.93,56,28,"knowledge","cross-sector","skill/competence","cross-sector"
"8885","politics","manage a team",0.98,38,28,"knowledge","cross-sector","skill/competence","cross-sector"
"8886","adapt to change","manage a team",0.92,24,28,"skill/competence","transversal","skill/competence","cross-sector"
"8887","logic","manage a team",1,14,28,"knowledge","cross-sector","skill/competence","cross-sector"
"8888","build trust","manage a team",1,12,28,"skill/competence","cross-sector","skill/competence","cross-sector"
"8889","transmission technology","manage a team",0.94,12,28,"knowledge","cross-sector","skill/competence","cross-sector"
"8890","manage resources","manage a team",0.97,26,28,"skill/competence","cross-sector","skill/competence","cross-sector"
"8891","meet commitments","manage a team",0.92,11,28,"skill/competence","transversal","skill/competence","cross-sector"
"8892","control systems","manage a team",1,12,28,"knowledge","cross-sector","skill/competence","cross-sector"
"8893","total quality control","manage a team",0.85,13,28,"knowledge","sector-specific","skill/competence","cross-sector"
"8894","mechanical systems","manage a team",1,48,28,"knowledge","cross-sector","skill/competence","cross-sector"
"8895","design process","manage a team",0.97,21,28,"skill/competence","cross-sector","skill/competence","cross-sector"
"8896","market analysis","manage a team",0.98,14,28,"knowledge","cross-sector","skill/competence","cross-sector"
"8897","project management principles","manage a team",0.97,18,28,"knowledge","cross-sector","skill/competence","cross-sector"
"8898","financial analysis","manage quantitative data",0.91,28,12,"knowledge","cross-sector","skill/competence","cross-sector"
"8899","algorithms","manage quantitative data",0.89,29,12,"knowledge","cross-sector","skill/competence","cross-sector"
"8900","solve problems","manage quantitative data",1,49,12,"skill/competence","transversal","skill/competence","cross-sector"
"8901","conflict management","manage quantitative data",0.91,33,12,"knowledge","cross-sector","skill/competence","cross-sector"
"8902","product comprehension","manage quantitative data",1,12,12,"knowledge","sector-specific","skill/competence","cross-sector"
"8903","joint ventures","manage quantitative data",1,19,12,"knowledge","cross-sector","skill/competence","cross-sector"
"8904","personal development","manage quantitative data",0.93,56,12,"knowledge","cross-sector","skill/competence","cross-sector"
"8905","politics","manage quantitative data",0.98,38,12,"knowledge","cross-sector","skill/competence","cross-sector"
"8906","adapt to change","manage quantitative data",0.92,24,12,"skill/competence","transversal","skill/competence","cross-sector"
"8907","logic","manage quantitative data",1,14,12,"knowledge","cross-sector","skill/competence","cross-sector"
"8908","build trust","manage quantitative data",1,12,12,"skill/competence","cross-sector","skill/competence","cross-sector"
"8909","transmission technology","manage quantitative data",0.95,12,12,"knowledge","cross-sector","skill/competence","cross-sector"
"8910","manage resources","manage quantitative data",0.97,26,12,"skill/competence","cross-sector","skill/competence","cross-sector"
"8911","meet commitments","manage quantitative data",0.93,11,12,"skill/competence","transversal","skill/competence","cross-sector"
"8912","control systems","manage quantitative data",1,12,12,"knowledge","cross-sector","skill/competence","cross-sector"
"8913","total quality control","manage quantitative data",0.85,13,12,"knowledge","sector-specific","skill/competence","cross-sector"
"8914","mechanical systems","manage quantitative data",1,48,12,"knowledge","cross-sector","skill/competence","cross-sector"
"8915","design process","manage quantitative data",0.97,21,12,"skill/competence","cross-sector","skill/competence","cross-sector"
"8916","market analysis","manage quantitative data",0.98,14,12,"knowledge","cross-sector","skill/competence","cross-sector"
"8917","project management principles","manage quantitative data",0.97,18,12,"knowledge","cross-sector","skill/competence","cross-sector"
"8918","financial analysis","ethics",0.91,28,20,"knowledge","cross-sector","knowledge","cross-sector"
"8919","algorithms","ethics",0.9,29,20,"knowledge","cross-sector","knowledge","cross-sector"
"8920","solve problems","ethics",1,49,20,"skill/competence","transversal","knowledge","cross-sector"
"8921","conflict management","ethics",0.92,33,20,"knowledge","cross-sector","knowledge","cross-sector"
"8922","product comprehension","ethics",1,12,20,"knowledge","sector-specific","knowledge","cross-sector"
"8923","joint ventures","ethics",1,19,20,"knowledge","cross-sector","knowledge","cross-sector"
"8924","personal development","ethics",0.94,56,20,"knowledge","cross-sector","knowledge","cross-sector"
"8925","politics","ethics",0.98,38,20,"knowledge","cross-sector","knowledge","cross-sector"
"8926","adapt to change","ethics",0.92,24,20,"skill/competence","transversal","knowledge","cross-sector"
"8927","logic","ethics",1,14,20,"knowledge","cross-sector","knowledge","cross-sector"
"8928","build trust","ethics",1,12,20,"skill/competence","cross-sector","knowledge","cross-sector"
"8929","transmission technology","ethics",0.94,12,20,"knowledge","cross-sector","knowledge","cross-sector"
"8930","manage resources","ethics",0.97,26,20,"skill/competence","cross-sector","knowledge","cross-sector"
"8931","meet commitments","ethics",0.93,11,20,"skill/competence","transversal","knowledge","cross-sector"
"8932","control systems","ethics",1,12,20,"knowledge","cross-sector","knowledge","cross-sector"
"8933","total quality control","ethics",0.87,13,20,"knowledge","sector-specific","knowledge","cross-sector"
"8934","mechanical systems","ethics",1,48,20,"knowledge","cross-sector","knowledge","cross-sector"
"8935","design process","ethics",0.97,21,20,"skill/competence","cross-sector","knowledge","cross-sector"
"8936","market analysis","ethics",0.98,14,20,"knowledge","cross-sector","knowledge","cross-sector"
"8937","project management principles","ethics",0.97,18,20,"knowledge","cross-sector","knowledge","cross-sector"
"8938","solve problems","financial analysis",1,49,28,"skill/competence","transversal","knowledge","cross-sector"
"8939","product comprehension","financial analysis",1,12,28,"knowledge","sector-specific","knowledge","cross-sector"
"8940","joint ventures","financial analysis",1,19,28,"knowledge","cross-sector","knowledge","cross-sector"
"8941","politics","financial analysis",0.81,38,28,"knowledge","cross-sector","knowledge","cross-sector"
"8942","logic","financial analysis",1,14,28,"knowledge","cross-sector","knowledge","cross-sector"
"8943","build trust","financial analysis",1,12,28,"skill/competence","cross-sector","knowledge","cross-sector"
"8944","control systems","financial analysis",0.94,12,28,"knowledge","cross-sector","knowledge","cross-sector"
"8945","mechanical systems","financial analysis",1,48,28,"knowledge","cross-sector","knowledge","cross-sector"
"8946","market analysis","financial analysis",0.81,14,28,"knowledge","cross-sector","knowledge","cross-sector"
"8947","algorithms","think innovately",0.9,29,110,"knowledge","cross-sector","skill/competence","transversal"
"8948","solve problems","think innovately",1,49,110,"skill/competence","transversal","skill/competence","transversal"
"8949","conflict management","think innovately",0.92,33,110,"knowledge","cross-sector","skill/competence","transversal"
"8950","product comprehension","think innovately",1,12,110,"knowledge","sector-specific","skill/competence","transversal"
"8951","joint ventures","think innovately",1,19,110,"knowledge","cross-sector","skill/competence","transversal"
"8952","personal development","think innovately",0.94,56,110,"knowledge","cross-sector","skill/competence","transversal"
"8953","politics","think innovately",0.99,38,110,"knowledge","cross-sector","skill/competence","transversal"
"8954","adapt to change","think innovately",0.92,24,110,"skill/competence","transversal","skill/competence","transversal"
"8955","logic","think innovately",1,14,110,"knowledge","cross-sector","skill/competence","transversal"
"8956","build trust","think innovately",1,12,110,"skill/competence","cross-sector","skill/competence","transversal"
"8957","transmission technology","think innovately",0.96,12,110,"knowledge","cross-sector","skill/competence","transversal"
"8958","manage resources","think innovately",0.98,26,110,"skill/competence","cross-sector","skill/competence","transversal"
"8959","meet commitments","think innovately",0.93,11,110,"skill/competence","transversal","skill/competence","transversal"
"8960","control systems","think innovately",1,12,110,"knowledge","cross-sector","skill/competence","transversal"
"8961","total quality control","think innovately",0.86,13,110,"knowledge","sector-specific","skill/competence","transversal"
"8962","mechanical systems","think innovately",1,48,110,"knowledge","cross-sector","skill/competence","transversal"
"8963","design process","think innovately",0.98,21,110,"skill/competence","cross-sector","skill/competence","transversal"
"8964","market analysis","think innovately",0.99,14,110,"knowledge","cross-sector","skill/competence","transversal"
"8965","project management principles","think innovately",0.98,18,110,"knowledge","cross-sector","skill/competence","transversal"
"8966","algorithms","energy efficiency",0.91,29,11,"knowledge","cross-sector","knowledge","sector-specific"
"8967","solve problems","energy efficiency",1,49,11,"skill/competence","transversal","knowledge","sector-specific"
"8968","conflict management","energy efficiency",0.93,33,11,"knowledge","cross-sector","knowledge","sector-specific"
"8969","product comprehension","energy efficiency",1,12,11,"knowledge","sector-specific","knowledge","sector-specific"
"8970","joint ventures","energy efficiency",1,19,11,"knowledge","cross-sector","knowledge","sector-specific"
"8971","personal development","energy efficiency",0.94,56,11,"knowledge","cross-sector","knowledge","sector-specific"
"8972","politics","energy efficiency",0.99,38,11,"knowledge","cross-sector","knowledge","sector-specific"
"8973","adapt to change","energy efficiency",0.93,24,11,"skill/competence","transversal","knowledge","sector-specific"
"8974","logic","energy efficiency",1,14,11,"knowledge","cross-sector","knowledge","sector-specific"
"8975","build trust","energy efficiency",1,12,11,"skill/competence","cross-sector","knowledge","sector-specific"
"8976","transmission technology","energy efficiency",0.96,12,11,"knowledge","cross-sector","knowledge","sector-specific"
"8977","manage resources","energy efficiency",0.98,26,11,"skill/competence","cross-sector","knowledge","sector-specific"
"8978","meet commitments","energy efficiency",0.94,11,11,"skill/competence","transversal","knowledge","sector-specific"
"8979","control systems","energy efficiency",1,12,11,"knowledge","cross-sector","knowledge","sector-specific"
"8980","total quality control","energy efficiency",0.88,13,11,"knowledge","sector-specific","knowledge","sector-specific"
"8981","mechanical systems","energy efficiency",1,48,11,"knowledge","cross-sector","knowledge","sector-specific"
"8982","design process","energy efficiency",0.98,21,11,"skill/competence","cross-sector","knowledge","sector-specific"
"8983","market analysis","energy efficiency",0.99,14,11,"knowledge","cross-sector","knowledge","sector-specific"
"8984","project management principles","energy efficiency",0.98,18,11,"knowledge","cross-sector","knowledge","sector-specific"
"8985","algorithms","office software",0.91,29,11,"knowledge","cross-sector","knowledge","cross-sector"
"8986","solve problems","office software",1,49,11,"skill/competence","transversal","knowledge","cross-sector"
"8987","conflict management","office software",0.93,33,11,"knowledge","cross-sector","knowledge","cross-sector"
"8988","product comprehension","office software",1,12,11,"knowledge","sector-specific","knowledge","cross-sector"
"8989","joint ventures","office software",1,19,11,"knowledge","cross-sector","knowledge","cross-sector"
"8990","personal development","office software",0.94,56,11,"knowledge","cross-sector","knowledge","cross-sector"
"8991","politics","office software",0.98,38,11,"knowledge","cross-sector","knowledge","cross-sector"
"8992","adapt to change","office software",0.93,24,11,"skill/competence","transversal","knowledge","cross-sector"
"8993","logic","office software",1,14,11,"knowledge","cross-sector","knowledge","cross-sector"
"8994","build trust","office software",1,12,11,"skill/competence","cross-sector","knowledge","cross-sector"
"8995","transmission technology","office software",0.95,12,11,"knowledge","cross-sector","knowledge","cross-sector"
"8996","manage resources","office software",0.97,26,11,"skill/competence","cross-sector","knowledge","cross-sector"
"8997","meet commitments","office software",0.94,11,11,"skill/competence","transversal","knowledge","cross-sector"
"8998","control systems","office software",1,12,11,"knowledge","cross-sector","knowledge","cross-sector"
"8999","total quality control","office software",0.87,13,11,"knowledge","sector-specific","knowledge","cross-sector"
"9000","mechanical systems","office software",1,48,11,"knowledge","cross-sector","knowledge","cross-sector"
"9001","design process","office software",0.97,21,11,"skill/competence","cross-sector","knowledge","cross-sector"
"9002","market analysis","office software",0.98,14,11,"knowledge","cross-sector","knowledge","cross-sector"
"9003","project management principles","office software",0.98,18,11,"knowledge","cross-sector","knowledge","cross-sector"
"9004","algorithms","work independently",0.91,29,107,"knowledge","cross-sector","skill/competence","transversal"
"9005","solve problems","work independently",1,49,107,"skill/competence","transversal","skill/competence","transversal"
"9006","conflict management","work independently",0.93,33,107,"knowledge","cross-sector","skill/competence","transversal"
"9007","product comprehension","work independently",1,12,107,"knowledge","sector-specific","skill/competence","transversal"
"9008","joint ventures","work independently",1,19,107,"knowledge","cross-sector","skill/competence","transversal"
"9009","personal development","work independently",0.95,56,107,"knowledge","cross-sector","skill/competence","transversal"
"9010","politics","work independently",0.99,38,107,"knowledge","cross-sector","skill/competence","transversal"
"9011","adapt to change","work independently",0.93,24,107,"skill/competence","transversal","skill/competence","transversal"
"9012","logic","work independently",1,14,107,"knowledge","cross-sector","skill/competence","transversal"
"9013","build trust","work independently",1,12,107,"skill/competence","cross-sector","skill/competence","transversal"
"9014","transmission technology","work independently",0.96,12,107,"knowledge","cross-sector","skill/competence","transversal"
"9015","manage resources","work independently",0.98,26,107,"skill/competence","cross-sector","skill/competence","transversal"
"9016","meet commitments","work independently",0.94,11,107,"skill/competence","transversal","skill/competence","transversal"
"9017","control systems","work independently",1,12,107,"knowledge","cross-sector","skill/competence","transversal"
"9018","total quality control","work independently",0.87,13,107,"knowledge","sector-specific","skill/competence","transversal"
"9019","mechanical systems","work independently",1,48,107,"knowledge","cross-sector","skill/competence","transversal"
"9020","design process","work independently",0.98,21,107,"skill/competence","cross-sector","skill/competence","transversal"
"9021","market analysis","work independently",0.99,14,107,"knowledge","cross-sector","skill/competence","transversal"
"9022","project management principles","work independently",0.98,18,107,"knowledge","cross-sector","skill/competence","transversal"
"9023","solve problems","algorithms",1,49,29,"skill/competence","transversal","knowledge","cross-sector"
"9024","product comprehension","algorithms",1,12,29,"knowledge","sector-specific","knowledge","cross-sector"
"9025","joint ventures","algorithms",1,19,29,"knowledge","cross-sector","knowledge","cross-sector"
"9026","politics","algorithms",0.81,38,29,"knowledge","cross-sector","knowledge","cross-sector"
"9027","logic","algorithms",1,14,29,"knowledge","cross-sector","knowledge","cross-sector"
"9028","build trust","algorithms",1,12,29,"skill/competence","cross-sector","knowledge","cross-sector"
"9029","control systems","algorithms",0.95,12,29,"knowledge","cross-sector","knowledge","cross-sector"
"9030","mechanical systems","algorithms",1,48,29,"knowledge","cross-sector","knowledge","cross-sector"
"9031","market analysis","algorithms",0.81,14,29,"knowledge","cross-sector","knowledge","cross-sector"
"9032","joint ventures","solve problems",1,19,49,"knowledge","cross-sector","skill/competence","transversal"
"9033","conflict management","manage schedule of tasks",0.92,33,12,"knowledge","cross-sector","skill/competence","cross-sector"
"9034","product comprehension","manage schedule of tasks",1,12,12,"knowledge","sector-specific","skill/competence","cross-sector"
"9035","joint ventures","manage schedule of tasks",1,19,12,"knowledge","cross-sector","skill/competence","cross-sector"
"9036","personal development","manage schedule of tasks",0.94,56,12,"knowledge","cross-sector","skill/competence","cross-sector"
"9037","politics","manage schedule of tasks",0.99,38,12,"knowledge","cross-sector","skill/competence","cross-sector"
"9038","adapt to change","manage schedule of tasks",0.93,24,12,"skill/competence","transversal","skill/competence","cross-sector"
"9039","logic","manage schedule of tasks",1,14,12,"knowledge","cross-sector","skill/competence","cross-sector"
"9040","build trust","manage schedule of tasks",1,12,12,"skill/competence","cross-sector","skill/competence","cross-sector"
"9041","transmission technology","manage schedule of tasks",0.96,12,12,"knowledge","cross-sector","skill/competence","cross-sector"
"9042","manage resources","manage schedule of tasks",0.98,26,12,"skill/competence","cross-sector","skill/competence","cross-sector"
"9043","meet commitments","manage schedule of tasks",0.94,11,12,"skill/competence","transversal","skill/competence","cross-sector"
"9044","control systems","manage schedule of tasks",1,12,12,"knowledge","cross-sector","skill/competence","cross-sector"
"9045","total quality control","manage schedule of tasks",0.87,13,12,"knowledge","sector-specific","skill/competence","cross-sector"
"9046","mechanical systems","manage schedule of tasks",1,48,12,"knowledge","cross-sector","skill/competence","cross-sector"
"9047","design process","manage schedule of tasks",0.97,21,12,"skill/competence","cross-sector","skill/competence","cross-sector"
"9048","market analysis","manage schedule of tasks",0.99,14,12,"knowledge","cross-sector","skill/competence","cross-sector"
"9049","project management principles","manage schedule of tasks",0.98,18,12,"knowledge","cross-sector","skill/competence","cross-sector"
"9050","conflict management","financial jurisdiction",0.93,33,22,"knowledge","cross-sector","knowledge","cross-sector"
"9051","product comprehension","financial jurisdiction",1,12,22,"knowledge","sector-specific","knowledge","cross-sector"
"9052","joint ventures","financial jurisdiction",1,19,22,"knowledge","cross-sector","knowledge","cross-sector"
"9053","personal development","financial jurisdiction",0.94,56,22,"knowledge","cross-sector","knowledge","cross-sector"
"9054","politics","financial jurisdiction",0.99,38,22,"knowledge","cross-sector","knowledge","cross-sector"
"9055","adapt to change","financial jurisdiction",0.93,24,22,"skill/competence","transversal","knowledge","cross-sector"
"9056","logic","financial jurisdiction",1,14,22,"knowledge","cross-sector","knowledge","cross-sector"
"9057","build trust","financial jurisdiction",1,12,22,"skill/competence","cross-sector","knowledge","cross-sector"
"9058","transmission technology","financial jurisdiction",0.95,12,22,"knowledge","cross-sector","knowledge","cross-sector"
"9059","manage resources","financial jurisdiction",0.97,26,22,"skill/competence","cross-sector","knowledge","cross-sector"
"9060","meet commitments","financial jurisdiction",0.94,11,22,"skill/competence","transversal","knowledge","cross-sector"
"9061","control systems","financial jurisdiction",1,12,22,"knowledge","cross-sector","knowledge","cross-sector"
"9062","total quality control","financial jurisdiction",0.88,13,22,"knowledge","sector-specific","knowledge","cross-sector"
"9063","mechanical systems","financial jurisdiction",1,48,22,"knowledge","cross-sector","knowledge","cross-sector"
"9064","design process","financial jurisdiction",0.97,21,22,"skill/competence","cross-sector","knowledge","cross-sector"
"9065","market analysis","financial jurisdiction",0.98,14,22,"knowledge","cross-sector","knowledge","cross-sector"
"9066","project management principles","financial jurisdiction",0.98,18,22,"knowledge","cross-sector","knowledge","cross-sector"
"9067","conflict management","deep learning",0.93,33,14,"knowledge","cross-sector","knowledge","cross-sector"
"9068","product comprehension","deep learning",1,12,14,"knowledge","sector-specific","knowledge","cross-sector"
"9069","joint ventures","deep learning",1,19,14,"knowledge","cross-sector","knowledge","cross-sector"
"9070","personal development","deep learning",0.94,56,14,"knowledge","cross-sector","knowledge","cross-sector"
"9071","politics","deep learning",0.99,38,14,"knowledge","cross-sector","knowledge","cross-sector"
"9072","adapt to change","deep learning",0.94,24,14,"skill/competence","transversal","knowledge","cross-sector"
"9073","logic","deep learning",1,14,14,"knowledge","cross-sector","knowledge","cross-sector"
"9074","build trust","deep learning",1,12,14,"skill/competence","cross-sector","knowledge","cross-sector"
"9075","transmission technology","deep learning",0.96,12,14,"knowledge","cross-sector","knowledge","cross-sector"
"9076","manage resources","deep learning",0.98,26,14,"skill/competence","cross-sector","knowledge","cross-sector"
"9077","meet commitments","deep learning",0.94,11,14,"skill/competence","transversal","knowledge","cross-sector"
"9078","control systems","deep learning",1,12,14,"knowledge","cross-sector","knowledge","cross-sector"
"9079","total quality control","deep learning",0.88,13,14,"knowledge","sector-specific","knowledge","cross-sector"
"9080","mechanical systems","deep learning",1,48,14,"knowledge","cross-sector","knowledge","cross-sector"
"9081","design process","deep learning",0.97,21,14,"skill/competence","cross-sector","knowledge","cross-sector"
"9082","market analysis","deep learning",0.99,14,14,"knowledge","cross-sector","knowledge","cross-sector"
"9083","project management principles","deep learning",0.98,18,14,"knowledge","cross-sector","knowledge","cross-sector"
"9084","conflict management","robotics",0.93,33,35,"knowledge","cross-sector","knowledge","cross-sector"
"9085","product comprehension","robotics",1,12,35,"knowledge","sector-specific","knowledge","cross-sector"
"9086","joint ventures","robotics",1,19,35,"knowledge","cross-sector","knowledge","cross-sector"
"9087","personal development","robotics",0.95,56,35,"knowledge","cross-sector","knowledge","cross-sector"
"9088","politics","robotics",0.99,38,35,"knowledge","cross-sector","knowledge","cross-sector"
"9089","adapt to change","robotics",0.94,24,35,"skill/competence","transversal","knowledge","cross-sector"
"9090","logic","robotics",1,14,35,"knowledge","cross-sector","knowledge","cross-sector"
"9091","build trust","robotics",1,12,35,"skill/competence","cross-sector","knowledge","cross-sector"
"9092","transmission technology","robotics",0.96,12,35,"knowledge","cross-sector","knowledge","cross-sector"
"9093","manage resources","robotics",0.98,26,35,"skill/competence","cross-sector","knowledge","cross-sector"
"9094","meet commitments","robotics",0.94,11,35,"skill/competence","transversal","knowledge","cross-sector"
"9095","control systems","robotics",1,12,35,"knowledge","cross-sector","knowledge","cross-sector"
"9096","total quality control","robotics",0.89,13,35,"knowledge","sector-specific","knowledge","cross-sector"
"9097","mechanical systems","robotics",1,48,35,"knowledge","cross-sector","knowledge","cross-sector"
"9098","design process","robotics",0.97,21,35,"skill/competence","cross-sector","knowledge","cross-sector"
"9099","market analysis","robotics",0.99,14,35,"knowledge","cross-sector","knowledge","cross-sector"
"9100","project management principles","robotics",0.98,18,35,"knowledge","cross-sector","knowledge","cross-sector"
"9101","product comprehension","conflict management",1,12,33,"knowledge","sector-specific","knowledge","cross-sector"
"9102","joint ventures","conflict management",1,19,33,"knowledge","cross-sector","knowledge","cross-sector"
"9103","politics","conflict management",0.82,38,33,"knowledge","cross-sector","knowledge","cross-sector"
"9104","logic","conflict management",1,14,33,"knowledge","cross-sector","knowledge","cross-sector"
"9105","build trust","conflict management",1,12,33,"skill/competence","cross-sector","knowledge","cross-sector"
"9106","control systems","conflict management",0.94,12,33,"knowledge","cross-sector","knowledge","cross-sector"
"9107","mechanical systems","conflict management",1,48,33,"knowledge","cross-sector","knowledge","cross-sector"
"9108","market analysis","conflict management",0.82,14,33,"knowledge","cross-sector","knowledge","cross-sector"
"9109","product comprehension","design thinking",1,12,30,"knowledge","sector-specific","knowledge","cross-sector"
"9110","joint ventures","design thinking",1,19,30,"knowledge","cross-sector","knowledge","cross-sector"
"9111","personal development","design thinking",0.95,56,30,"knowledge","cross-sector","knowledge","cross-sector"
"9112","politics","design thinking",0.99,38,30,"knowledge","cross-sector","knowledge","cross-sector"
"9113","adapt to change","design thinking",0.94,24,30,"skill/competence","transversal","knowledge","cross-sector"
"9114","logic","design thinking",1,14,30,"knowledge","cross-sector","knowledge","cross-sector"
"9115","build trust","design thinking",1,12,30,"skill/competence","cross-sector","knowledge","cross-sector"
"9116","transmission technology","design thinking",0.96,12,30,"knowledge","cross-sector","knowledge","cross-sector"
"9117","manage resources","design thinking",0.98,26,30,"skill/competence","cross-sector","knowledge","cross-sector"
"9118","meet commitments","design thinking",0.94,11,30,"skill/competence","transversal","knowledge","cross-sector"
"9119","control systems","design thinking",1,12,30,"knowledge","cross-sector","knowledge","cross-sector"
"9120","total quality control","design thinking",0.89,13,30,"knowledge","sector-specific","knowledge","cross-sector"
"9121","mechanical systems","design thinking",1,48,30,"knowledge","cross-sector","knowledge","cross-sector"
"9122","design process","design thinking",0.98,21,30,"skill/competence","cross-sector","knowledge","cross-sector"
"9123","market analysis","design thinking",0.99,14,30,"knowledge","cross-sector","knowledge","cross-sector"
"9124","project management principles","design thinking",0.98,18,30,"knowledge","cross-sector","knowledge","cross-sector"
"9125","product comprehension","financial management",1,12,33,"knowledge","sector-specific","knowledge","cross-sector"
"9126","joint ventures","financial management",1,19,33,"knowledge","cross-sector","knowledge","cross-sector"
"9127","personal development","financial management",0.95,56,33,"knowledge","cross-sector","knowledge","cross-sector"
"9128","politics","financial management",0.99,38,33,"knowledge","cross-sector","knowledge","cross-sector"
"9129","adapt to change","financial management",0.94,24,33,"skill/competence","transversal","knowledge","cross-sector"
"9130","logic","financial management",1,14,33,"knowledge","cross-sector","knowledge","cross-sector"
"9131","build trust","financial management",1,12,33,"skill/competence","cross-sector","knowledge","cross-sector"
"9132","transmission technology","financial management",0.96,12,33,"knowledge","cross-sector","knowledge","cross-sector"
"9133","manage resources","financial management",0.98,26,33,"skill/competence","cross-sector","knowledge","cross-sector"
"9134","meet commitments","financial management",0.95,11,33,"skill/competence","transversal","knowledge","cross-sector"
"9135","control systems","financial management",1,12,33,"knowledge","cross-sector","knowledge","cross-sector"
"9136","total quality control","financial management",0.89,13,33,"knowledge","sector-specific","knowledge","cross-sector"
"9137","mechanical systems","financial management",1,48,33,"knowledge","cross-sector","knowledge","cross-sector"
"9138","design process","financial management",0.98,21,33,"skill/competence","cross-sector","knowledge","cross-sector"
"9139","market analysis","financial management",0.99,14,33,"knowledge","cross-sector","knowledge","cross-sector"
"9140","project management principles","financial management",0.98,18,33,"knowledge","cross-sector","knowledge","cross-sector"
"9141","product comprehension","customer insight",1,12,10,"knowledge","sector-specific","knowledge","sector-specific"
"9142","joint ventures","customer insight",1,19,10,"knowledge","cross-sector","knowledge","sector-specific"
"9143","personal development","customer insight",0.96,56,10,"knowledge","cross-sector","knowledge","sector-specific"
"9144","politics","customer insight",0.99,38,10,"knowledge","cross-sector","knowledge","sector-specific"
"9145","adapt to change","customer insight",0.94,24,10,"skill/competence","transversal","knowledge","sector-specific"
"9146","logic","customer insight",1,14,10,"knowledge","cross-sector","knowledge","sector-specific"
"9147","build trust","customer insight",1,12,10,"skill/competence","cross-sector","knowledge","sector-specific"
"9148","transmission technology","customer insight",0.97,12,10,"knowledge","cross-sector","knowledge","sector-specific"
"9149","manage resources","customer insight",0.98,26,10,"skill/competence","cross-sector","knowledge","sector-specific"
"9150","meet commitments","customer insight",0.95,11,10,"skill/competence","transversal","knowledge","sector-specific"
"9151","control systems","customer insight",1,12,10,"knowledge","cross-sector","knowledge","sector-specific"
"9152","total quality control","customer insight",0.9,13,10,"knowledge","sector-specific","knowledge","sector-specific"
"9153","mechanical systems","customer insight",1,48,10,"knowledge","cross-sector","knowledge","sector-specific"
"9154","design process","customer insight",0.98,21,10,"skill/competence","cross-sector","knowledge","sector-specific"
"9155","market analysis","customer insight",0.99,14,10,"knowledge","cross-sector","knowledge","sector-specific"
"9156","project management principles","customer insight",0.99,18,10,"knowledge","cross-sector","knowledge","sector-specific"
"9157","product comprehension","manage contracts",1,12,35,"knowledge","sector-specific","skill/competence","cross-sector"
"9158","joint ventures","manage contracts",1,19,35,"knowledge","cross-sector","skill/competence","cross-sector"
"9159","personal development","manage contracts",0.95,56,35,"knowledge","cross-sector","skill/competence","cross-sector"
"9160","politics","manage contracts",0.99,38,35,"knowledge","cross-sector","skill/competence","cross-sector"
"9161","adapt to change","manage contracts",0.94,24,35,"skill/competence","transversal","skill/competence","cross-sector"
"9162","logic","manage contracts",1,14,35,"knowledge","cross-sector","skill/competence","cross-sector"
"9163","build trust","manage contracts",1,12,35,"skill/competence","cross-sector","skill/competence","cross-sector"
"9164","transmission technology","manage contracts",0.97,12,35,"knowledge","cross-sector","skill/competence","cross-sector"
"9165","manage resources","manage contracts",0.98,26,35,"skill/competence","cross-sector","skill/competence","cross-sector"
"9166","meet commitments","manage contracts",0.94,11,35,"skill/competence","transversal","skill/competence","cross-sector"
"9167","control systems","manage contracts",1,12,35,"knowledge","cross-sector","skill/competence","cross-sector"
"9168","total quality control","manage contracts",0.89,13,35,"knowledge","sector-specific","skill/competence","cross-sector"
